"Time","latency"
2023-10-16 19:04:10,124590
2023-10-16 19:04:11,123630
2023-10-16 19:04:12,124345
2023-10-16 19:04:13,124264
2023-10-16 19:04:14,124887
2023-10-16 19:04:15,123582
2023-10-16 19:04:16,124717
2023-10-16 19:04:17,124329
2023-10-16 19:04:18,123521
2023-10-16 19:04:19,124284
2023-10-16 19:04:20,126044
2023-10-16 19:04:21,126545
2023-10-16 19:04:22,128091
2023-10-16 19:04:23,126715
2023-10-16 19:04:24,126641
2023-10-16 19:04:25,125996
2023-10-16 19:04:26,124984
2023-10-16 19:04:27,125551
2023-10-16 19:04:28,126332
2023-10-16 19:04:29,125806
2023-10-16 19:04:30,123999
2023-10-16 19:04:31,125664
