"Time","latency"
2023-10-16 18:25:01,122526
2023-10-16 18:25:02,118625
2023-10-16 18:25:03,118644
2023-10-16 18:25:04,118487
2023-10-16 18:25:05,117990
2023-10-16 18:25:06,118767
2023-10-16 18:25:07,118654
2023-10-16 18:25:08,118747
2023-10-16 18:25:09,117948
2023-10-16 18:25:10,118102
2023-10-16 18:25:11,118563
2023-10-16 18:25:12,118909
2023-10-16 18:25:13,118761
2023-10-16 18:25:14,118055
2023-10-16 18:25:15,117811
2023-10-16 18:25:16,117885
2023-10-16 18:25:17,118265
2023-10-16 18:25:18,118600
2023-10-16 18:25:19,118559
2023-10-16 18:25:20,117960
2023-10-16 18:25:21,118338
2023-10-16 18:25:22,117952
2023-10-16 18:25:23,117821
2023-10-16 18:25:24,117845
2023-10-16 18:25:25,117855
2023-10-16 18:25:26,117816
2023-10-16 18:25:27,118062
2023-10-16 18:25:28,118677
2023-10-16 18:25:29,118579
2023-10-16 18:25:30,118342
2023-10-16 18:25:31,117970
2023-10-16 18:25:32,118022
2023-10-16 18:25:33,117891
2023-10-16 18:25:34,117924
2023-10-16 18:25:35,118270
2023-10-16 18:25:36,118877
2023-10-16 18:25:37,118718
2023-10-16 18:25:38,118336
2023-10-16 18:25:39,117875
2023-10-16 18:25:40,118203
2023-10-16 18:25:41,118084
2023-10-16 18:25:42,117959
2023-10-16 18:25:43,118402
2023-10-16 18:25:44,118006
2023-10-16 18:25:45,118559
2023-10-16 18:25:46,118556
2023-10-16 18:25:47,118930
2023-10-16 18:25:48,118222
2023-10-16 18:25:49,118646
2023-10-16 18:25:50,118614
2023-10-16 18:25:51,119025
2023-10-16 18:25:52,118650
2023-10-16 18:25:53,119482
2023-10-16 18:25:54,118799
2023-10-16 18:25:55,119255
2023-10-16 18:25:56,118740
2023-10-16 18:25:57,118699
2023-10-16 18:25:58,118045
2023-10-16 18:25:59,118054
2023-10-16 18:26:00,118188
2023-10-16 18:26:01,118612
2023-10-16 18:26:02,120106
2023-10-16 18:26:03,120030
2023-10-16 18:26:04,119729
2023-10-16 18:26:05,118883
2023-10-16 18:26:06,120114
2023-10-16 18:26:07,120046
2023-10-16 18:26:08,119300
2023-10-16 18:26:09,119193
2023-10-16 18:26:10,119086
2023-10-16 18:26:11,119928
2023-10-16 18:26:12,120430
2023-10-16 18:26:13,119863
2023-10-16 18:26:14,119495
2023-10-16 18:26:15,119167
2023-10-16 18:26:16,119988
2023-10-16 18:26:17,120371
2023-10-16 18:26:18,120180
2023-10-16 18:26:19,120329
2023-10-16 18:26:20,120134
2023-10-16 18:26:21,120152
2023-10-16 18:26:22,120089
2023-10-16 18:26:23,120102
2023-10-16 18:26:24,119071
2023-10-16 18:26:25,119127
2023-10-16 18:26:26,118966
2023-10-16 18:26:27,119566
2023-10-16 18:26:28,120078
2023-10-16 18:26:29,120156
2023-10-16 18:26:30,120212
2023-10-16 18:26:31,119339
2023-10-16 18:26:32,120049
2023-10-16 18:26:33,120217
2023-10-16 18:26:34,120223
2023-10-16 18:26:35,120023
2023-10-16 18:26:36,120118
2023-10-16 18:26:37,119334
2023-10-16 18:26:38,119738
2023-10-16 18:26:39,120188
2023-10-16 18:26:40,120029
2023-10-16 18:26:41,120081
2023-10-16 18:26:42,119415
2023-10-16 18:26:43,120140
2023-10-16 18:26:44,119856
2023-10-16 18:26:45,119294
2023-10-16 18:26:46,119179
2023-10-16 18:26:47,119615
2023-10-16 18:26:48,121037
2023-10-16 18:26:49,119751
2023-10-16 18:26:50,120084
2023-10-16 18:26:51,119756
2023-10-16 18:26:52,120259
2023-10-16 18:26:53,119447
2023-10-16 18:26:54,119344
2023-10-16 18:26:55,120087
2023-10-16 18:26:56,119280
2023-10-16 18:26:57,119970
2023-10-16 18:26:58,120162
2023-10-16 18:26:59,119377
2023-10-16 18:27:00,120191
2023-10-16 18:27:01,119842
2023-10-16 18:27:02,119915
2023-10-16 18:27:03,119774
2023-10-16 18:27:04,119745
2023-10-16 18:27:05,119352
2023-10-16 18:27:06,119931
2023-10-16 18:27:07,119721
2023-10-16 18:27:08,119118
2023-10-16 18:27:09,119187
2023-10-16 18:27:10,118765
2023-10-16 18:27:11,118708
2023-10-16 18:27:12,119175
2023-10-16 18:27:13,118738
2023-10-16 18:27:14,118900
2023-10-16 18:27:15,119889
2023-10-16 18:27:16,119965
2023-10-16 18:27:17,119472
2023-10-16 18:27:18,119639
2023-10-16 18:27:19,119386
2023-10-16 18:27:20,118943
2023-10-16 18:27:21,119990
2023-10-16 18:27:22,119226
2023-10-16 18:27:23,118977
2023-10-16 18:27:24,119948
2023-10-16 18:27:25,119266
2023-10-16 18:27:26,119535
2023-10-16 18:27:27,119464
2023-10-16 18:27:28,118892
2023-10-16 18:27:29,118984
2023-10-16 18:27:30,119714
2023-10-16 18:27:31,120470
2023-10-16 18:27:32,119736
2023-10-16 18:27:33,119204
2023-10-16 18:27:34,119181
2023-10-16 18:27:35,119813
2023-10-16 18:27:36,119281
2023-10-16 18:27:37,119678
2023-10-16 18:27:38,119871
2023-10-16 18:27:39,119766
2023-10-16 18:27:40,119222
2023-10-16 18:27:41,118998
2023-10-16 18:27:42,119619
2023-10-16 18:27:43,120342
2023-10-16 18:27:44,119533
2023-10-16 18:27:45,119991
2023-10-16 18:27:46,120218
2023-10-16 18:27:47,119844
2023-10-16 18:27:48,118926
2023-10-16 18:27:49,118816
2023-10-16 18:27:50,118859
2023-10-16 18:27:51,119225
2023-10-16 18:27:52,119328
2023-10-16 18:27:53,118971
2023-10-16 18:27:54,119113
2023-10-16 18:27:55,119828
2023-10-16 18:27:56,120014
2023-10-16 18:27:57,120014
2023-10-16 18:27:58,119536
2023-10-16 18:27:59,119895
2023-10-16 18:28:00,120133
2023-10-16 18:28:01,119927
2023-10-16 18:28:02,120457
2023-10-16 18:28:03,119204
2023-10-16 18:28:04,120349
2023-10-16 18:28:05,120150
2023-10-16 18:28:06,120335
2023-10-16 18:28:07,119803
2023-10-16 18:28:08,120795
2023-10-16 18:28:09,119620
2023-10-16 18:28:10,119038
2023-10-16 18:28:11,119075
