"Time","latency"
2023-10-15 23:25:21,124854
2023-10-15 23:25:22,123641
2023-10-15 23:25:23,123229
2023-10-15 23:25:24,126048
2023-10-15 23:25:25,124264
2023-10-15 23:25:26,123736
2023-10-15 23:25:27,124152
2023-10-15 23:25:28,124067
2023-10-15 23:25:29,124626
2023-10-15 23:25:30,121728
2023-10-15 23:25:33,123019
2023-10-15 23:25:34,125606
2023-10-15 23:25:35,125453
2023-10-15 23:25:36,125749
2023-10-15 23:25:37,124007
2023-10-15 23:25:38,126643
2023-10-15 23:25:39,124735
2023-10-15 23:25:40,124865
2023-10-15 23:25:41,124020
2023-10-15 23:25:42,124711
2023-10-15 23:25:43,124363
2023-10-15 23:25:44,124859
2023-10-15 23:25:45,124304
2023-10-15 23:25:46,123766
2023-10-15 23:25:47,125134
2023-10-15 23:25:48,124071
2023-10-15 23:25:49,124842
2023-10-15 23:25:50,123640
2023-10-15 23:25:51,124501
2023-10-15 23:25:52,125430
2023-10-15 23:25:53,123553
2023-10-15 23:25:54,124705
2023-10-15 23:25:55,124301
2023-10-15 23:25:56,123654
2023-10-15 23:25:57,124038
2023-10-15 23:25:58,125104
2023-10-15 23:25:59,124321
2023-10-15 23:26:00,123975
2023-10-15 23:26:01,124822
2023-10-15 23:26:02,124565
2023-10-15 23:26:03,125389
2023-10-15 23:26:04,126234
2023-10-15 23:26:05,124167
2023-10-15 23:26:06,124010
2023-10-15 23:26:07,124675
2023-10-15 23:26:08,124167
2023-10-15 23:26:09,123271
2023-10-15 23:26:10,123748
2023-10-15 23:26:11,125062
2023-10-15 23:26:12,123128
2023-10-15 23:26:13,124653
2023-10-15 23:26:14,124952
2023-10-15 23:26:15,124763
2023-10-15 23:26:16,124651
2023-10-15 23:26:17,123756
2023-10-15 23:26:18,124929
2023-10-15 23:26:19,125085
2023-10-15 23:26:20,123464
2023-10-15 23:26:21,124337
2023-10-15 23:26:22,125155
2023-10-15 23:26:23,126316
2023-10-15 23:26:24,124403
2023-10-15 23:26:25,124641
2023-10-15 23:26:26,123131
2023-10-15 23:26:30,147225
2023-10-15 23:26:31,125638
2023-10-15 23:26:32,124863
2023-10-15 23:26:33,124533
2023-10-15 23:26:34,124563
2023-10-15 23:26:35,123321
2023-10-15 23:26:36,123997
2023-10-15 23:26:37,124242
2023-10-15 23:26:38,123823
2023-10-15 23:26:39,124179
2023-10-15 23:26:40,124244
2023-10-15 23:26:41,123899
2023-10-15 23:26:42,125177
2023-10-15 23:26:43,124647
2023-10-15 23:26:44,125027
2023-10-15 23:26:45,124944
2023-10-15 23:26:46,124914
2023-10-15 23:26:47,124938
2023-10-15 23:26:48,125622
2023-10-15 23:26:49,123704
2023-10-15 23:26:50,124100
2023-10-15 23:26:51,124605
2023-10-15 23:26:52,125752
2023-10-15 23:26:53,124562
2023-10-15 23:26:54,124473
2023-10-15 23:26:55,124630
2023-10-15 23:26:56,124914
2023-10-15 23:26:57,124370
2023-10-15 23:26:58,124306
2023-10-15 23:26:59,124064
2023-10-15 23:27:00,123194
2023-10-15 23:27:01,124886
2023-10-15 23:27:02,123646
2023-10-15 23:27:03,123548
2023-10-15 23:27:04,123494
2023-10-15 23:27:05,125351
2023-10-15 23:27:06,125439
2023-10-15 23:27:07,124123
2023-10-15 23:27:08,124178
2023-10-15 23:27:09,124374
2023-10-15 23:27:10,124445
2023-10-15 23:27:11,124913
2023-10-15 23:27:12,124189
2023-10-15 23:27:13,123769
